mesTime,DQdimension,DQmetric,DQgranularity,DQvalue,DQexplanation,tableName,columnNames,dataset,explain,column,metric_family
2026-02-25 14:33:55.611100,Readability,wordnet,table,0.5428831841793857,"{'content_readability_wordnet_only': 0.5428831841793857, 'use_llm_fallback': False}",Adult,,data\adult.json,"{'content_readability_wordnet_only': 0.5428831841793857, 'use_llm_fallback': False}",,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,schema,0.36666666666666664,"{'schema_readability_wordnet_only': 0.36666666666666664, 'use_llm_fallback': False}",Adult,,data\adult.json,"{'schema_readability_wordnet_only': 0.36666666666666664, 'use_llm_fallback': False}",,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.5564643133178809,"{'content_readability_wordnet_only': 0.5564643133178809, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Adult,['workclass'],data\adult.json,"{'content_readability_wordnet_only': 0.5564643133178809, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",workclass,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.6472666666666729,"{'content_readability_wordnet_only': 0.6472666666666729, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['education'],data\adult.json,"{'content_readability_wordnet_only': 0.6472666666666729, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",education,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.605867892156848,"{'content_readability_wordnet_only': 0.605867892156848, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Adult,['marital.status'],data\adult.json,"{'content_readability_wordnet_only': 0.605867892156848, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",marital.status,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.6151530255838729,"{'content_readability_wordnet_only': 0.6151530255838729, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['occupation'],data\adult.json,"{'content_readability_wordnet_only': 0.6151530255838729, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",occupation,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.7659806547619127,"{'content_readability_wordnet_only': 0.7659806547619127, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['relationship'],data\adult.json,"{'content_readability_wordnet_only': 0.7659806547619127, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",relationship,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.5306471212121084,"{'content_readability_wordnet_only': 0.5306471212121084, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['race'],data\adult.json,"{'content_readability_wordnet_only': 0.5306471212121084, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",race,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.5886750000000027,"{'content_readability_wordnet_only': 0.5886750000000027, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['sex'],data\adult.json,"{'content_readability_wordnet_only': 0.5886750000000027, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",sex,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.5758939839151732,"{'content_readability_wordnet_only': 0.5758939839151732, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Adult,['native.country'],data\adult.json,"{'content_readability_wordnet_only': 0.5758939839151732, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",native.country,wordnet
2026-02-25 14:33:55.611100,Readability,wordnet,column,0.0,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Adult,['income'],data\adult.json,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",income,wordnet
2026-02-25 14:37:59.622993,Readability,llm,table,0.5705665863829059,"{'content_readability': 0.5705665863829059, 'content_readability_wordnet_only': 0.5428831841793857, 'llm_uplift_content': 0.02768340220352017, 'llm_mode': 'fallback', 'llm_tokens_count_total': 18, 'unique_tokens_count_total': 131, 'llm_tokens_share_total': 0.13740458015267176, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",Adult,,data\adult.json,"{'content_readability': 0.5705665863829059, 'content_readability_wordnet_only': 0.5428831841793857, 'llm_uplift_content': 0.02768340220352017, 'llm_mode': 'fallback', 'llm_tokens_count_total': 18, 'unique_tokens_count_total': 131, 'llm_tokens_share_total': 0.13740458015267176, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",,llm
