class,id_1,id_2
0,source0__13826,source0__13980
0,source0__13826,source0__14152
0,source0__13826,source0__14158
0,source0__13826,source0__14477
0,source0__13826,source0__16585
0,source0__13826,source0__17268
0,source0__13826,source0__17926
0,source0__13826,source0__18422
0,source0__13826,source0__3372
0,source0__13826,source0__49452
0,source0__13826,source0__50062
0,source0__13826,source0__51186
0,source0__13826,source0__5746
0,source0__13826,source0__5786
0,source0__13826,source0__8840
0,source0__13826,source7__514
0,source0__13980,source0__14152
0,source0__13980,source0__14158
0,source0__13980,source0__14477
0,source0__13980,source0__16585
0,source0__13980,source0__17268
0,source0__13980,source0__17926
0,source0__13980,source0__18422
0,source0__13980,source0__3372
0,source0__13980,source0__49452
0,source0__13980,source0__50062
0,source0__13980,source0__51186
0,source0__13980,source0__5746
0,source0__13980,source0__5786
0,source0__13980,source0__8840
0,source0__13980,source7__514
0,source0__14152,source0__14158
0,source0__14152,source0__14477
0,source0__14152,source0__16585
0,source0__14152,source0__17268
0,source0__14152,source0__17926
0,source0__14152,source0__18422
0,source0__14152,source0__3372
0,source0__14152,source0__49452
0,source0__14152,source0__50062
0,source0__14152,source0__51186
0,source0__14152,source0__5746
0,source0__14152,source0__5786
0,source0__14152,source0__8840
0,source0__14152,source7__514
0,source0__14158,source0__14477
0,source0__14158,source0__16585
0,source0__14158,source0__17268
0,source0__14158,source0__17926
0,source0__14158,source0__18422
0,source0__14158,source0__3372
0,source0__14158,source0__49452
0,source0__14158,source0__50062
0,source0__14158,source0__51186
0,source0__14158,source0__5746
0,source0__14158,source0__5786
0,source0__14158,source0__8840
0,source0__14158,source7__514
0,source0__14477,source0__16585
0,source0__14477,source0__17268
0,source0__14477,source0__17926
0,source0__14477,source0__18422
0,source0__14477,source0__3372
0,source0__14477,source0__49452
0,source0__14477,source0__50062
0,source0__14477,source0__51186
0,source0__14477,source0__5746
0,source0__14477,source0__5786
0,source0__14477,source0__8840
0,source0__14477,source7__514
0,source0__16585,source0__17268
0,source0__16585,source0__17926
0,source0__16585,source0__18422
0,source0__16585,source0__3372
0,source0__16585,source0__49452
0,source0__16585,source0__50062
0,source0__16585,source0__51186
0,source0__16585,source0__5746
0,source0__16585,source0__5786
0,source0__16585,source0__8840
0,source0__16585,source7__514
0,source0__17268,source0__17926
0,source0__17268,source0__18422
0,source0__17268,source0__3372
0,source0__17268,source0__49452
0,source0__17268,source0__50062
0,source0__17268,source0__51186
0,source0__17268,source0__5746
0,source0__17268,source0__5786
0,source0__17268,source0__8840
0,source0__17268,source7__514
0,source0__17926,source0__18422
0,source0__17926,source0__3372
0,source0__17926,source0__49452
0,source0__17926,source0__50062
0,source0__17926,source0__51186
0,source0__17926,source0__5746
0,source0__17926,source0__5786
0,source0__17926,source0__8840
0,source0__17926,source7__514
0,source0__18422,source0__3372
0,source0__18422,source0__49452
0,source0__18422,source0__50062
0,source0__18422,source0__51186
0,source0__18422,source0__5746
0,source0__18422,source0__5786
0,source0__18422,source0__8840
0,source0__18422,source7__514
0,source0__3372,source0__49452
0,source0__3372,source0__50062
0,source0__3372,source0__51186
0,source0__3372,source0__5746
0,source0__3372,source0__5786
0,source0__3372,source0__8840
0,source0__3372,source7__514
0,source0__49452,source0__50062
0,source0__49452,source0__51186
0,source0__49452,source0__5746
0,source0__49452,source0__5786
0,source0__49452,source0__8840
0,source0__49452,source7__514
0,source0__50062,source0__51186
0,source0__50062,source0__5746
0,source0__50062,source0__5786
0,source0__50062,source0__8840
0,source0__50062,source7__514
0,source0__51186,source0__5746
0,source0__51186,source0__5786
0,source0__51186,source0__8840
0,source0__51186,source7__514
0,source0__5746,source0__5786
0,source0__5746,source0__8840
0,source0__5746,source7__514
0,source0__5786,source0__8840
0,source0__5786,source7__514
0,source0__8840,source7__514
1,source0__13857,source0__14049
1,source0__13857,source0__14190
1,source0__13857,source0__14886
1,source0__13857,source0__15543
