50,23
50,443
50,440
50,441
50,1
23,443
23,441
23,1
443,440
443,441
443,1
440,441
440,1
441,1
30,454
30,50
30,25
30,2
446,454
446,50
446,25
446,2
454,50
454,25
50,25
50,2
25,2
63,37
63,96
63,428
63,47
63,3
37,96
37,47
37,3
96,428
96,47
96,3
428,47
428,3
47,3
48,405
48,16
48,474
48,407
48,4
405,474
405,407
405,4
16,474
16,407
16,4
474,407
474,4
407,4
94,425
94,424
94,47
94,13
425,424
425,484
425,13
424,484
424,47
424,13
484,47
484,13
47,13
50,152
50,438
50,15
50,442
50,14
152,438
152,15
152,442
152,14
438,15
438,442
438,14
15,442
15,14
442,14
441,459
441,66
441,537
441,55
441,15
459,66
459,537
459,55
459,15
66,537
66,55
66,15
537,55
537,15
55,15
403,52
403,406
403,80
403,473
403,16
52,406
52,80
52,473
52,16
406,80
406,473
406,16
80,473
80,16
473,16
152,460
152,536
152,32
152,537
152,20
460,536
460,32
460,537
536,32
536,537
536,20
32,537
32,20
537,20
72,14
72,100
72,35
72,66
72,23
14,100
14,35
14,66
14,23
100,35
100,66
100,23
35,66
35,23
66,23
453,181
453,96
453,451
453,152
181,96
181,451
181,152
181,25
96,451
96,152
96,25
451,152
451,25
152,25
152,68
152,459
152,462
152,38
152,28
68,459
68,462
68,38
68,28
459,462
459,38
462,28
38,28
63,451
63,182
63,69
63,30
451,182
451,445
451,30
182,445
182,69
182,30
445,69
445,30
69,30
464,56
464,66
464,96
464,69
56,66
56,96
56,69
56,31
66,96
66,69
66,31
96,69
96,31
69,31
457,540
457,470
457,86
457,33
540,470
540,86
540,33
540,32
470,86
470,32
86,33
86,32
33,32
50,537
50,110
50,119
50,539
50,33
537,110
537,119
537,539
537,33
110,119
110,539
110,33
119,33
539,33
152,519
152,443
152,55
152,521
152,35
519,443
519,55
519,521
519,35
443,55
443,521
443,35
55,521
55,35
521,35
409,480
409,83
409,192
409,36
42,480
42,83
42,192
42,36
480,192
480,36
83,192
83,36
192,36
181,66
181,425
181,111
181,445
181,37
66,425
66,111
66,445
66,37
425,111
425,445
425,37
111,445
111,37
445,37
121,537
121,540
121,465
121,458
121,38
537,540
537,465
537,458
537,38
540,465
540,458
540,38
465,458
465,38
458,38
408,400
408,59
408,649
408,587
408,42
400,59
400,649
400,587
400,42
59,649
59,587
59,42
649,587
649,42
587,42
36,245
36,542
36,196
36,44
245,542
245,196
245,408
245,44
542,408
542,44
196,408
196,44
408,44
152,66
152,434
152,540
152,70
152,46
66,434
66,540
66,70
66,46
434,540
434,46
540,70
540,46
70,46
507,181
507,183
507,455
507,581
507,47
181,183
181,455
181,581
181,47
183,455
183,47
455,581
455,47
581,47
406,477
406,106
406,548
406,422
477,548
477,422
477,48
106,548
106,422
106,48
548,422
548,48
422,48
459,460
459,457
459,465
459,618
459,50
460,457
460,465
460,618
460,50
457,465
457,618
457,50
465,618
465,50
618,50
474,477
474,568
474,109
474,492
474,52
477,568
477,109
477,492
477,52
568,109
568,492
568,52
109,492
109,52
492,52
72,522
72,438
72,599
72,434
72,55
522,438
522,599
522,434
522,55
438,599
438,434
599,434
599,55
434,55
454,181
454,67
454,63
454,456
454,56
181,67
181,63
181,456
181,56
67,63
67,56
63,456
63,56
456,56
587,189
587,417
587,192
587,58
180,189
180,417
180,192
180,58
189,417
189,192
189,58
417,192
192,58
180,294
180,588
180,511
180,132
180,59
294,588
294,511
294,132
294,59
588,511
588,132
588,59
511,59
132,59
422,492
422,497
422,495
422,519
492,497
492,495
492,519
492,60
497,495
497,519
497,60
495,519
495,60
519,60
446,152
446,265
446,200
446,463
446,63
152,265
152,200
152,463
152,63
265,200
265,463
265,63
200,463
200,63
463,63
456,451
456,463
456,2
456,523
456,66
451,463
451,2
451,523
451,66
463,2
463,523
463,66
2,523
2,66
523,66
96,50
96,265
96,540
96,185
96,67
50,265
50,540
50,185
50,67
265,540
265,185
265,67
540,185
540,67
185,67
465,538
465,66
465,711
465,20
538,66
538,711
538,20
538,68
66,711
66,20
66,68
711,20
711,68
20,68
181,165
181,50
181,609
181,200
181,69
165,50
165,609
165,200
165,69
50,609
50,200
50,69
609,69
200,69
521,537
521,433
521,438
521,181
521,70
537,433
537,438
537,181
537,70
433,438
433,181
433,70
438,181
438,70
181,70
517,50
517,521
517,170
517,101
517,72
50,521
50,170
50,101
50,72
521,170
521,101
170,101
170,72
101,72
587,294
587,295
587,510
587,585
587,73
294,295
294,510
294,585
294,73
295,510
295,585
295,73
510,585
510,73
585,73
474,106
474,267
474,173
474,547
106,267
106,173
106,547
106,80
267,173
267,547
267,80
173,547
173,80
547,80
408,551
408,155
408,189
408,486
408,83
551,189
551,486
551,83
155,189
155,486
155,83
189,486
189,83
486,83
152,110
152,620
152,135
152,143
152,86
110,620
110,135
110,143
110,86
620,135
620,143
620,86
135,143
135,86
143,86
152,91
152,526
152,101
152,275
152,87
91,526
91,101
91,275
91,87
526,101
526,275
526,87
101,275
101,87
275,87
519,170
519,592
519,181
519,594
170,181
170,594
170,91
592,181
592,594
592,91
181,594
181,91
594,91
488,576
488,183
488,555
488,94
576,183
576,555
576,116
576,94
183,555
183,116
183,94
555,116
555,94
116,94
697,456
697,455
697,610
697,187
697,96
456,455
456,610
456,187
456,96
455,610
455,187
455,96
610,96
187,96
265,170
265,147
265,522
265,275
265,100
170,147
170,522
170,275
170,100
147,522
147,275
147,100
522,275
522,100
275,100
592,522
592,135
592,130
592,601
592,101
522,135
522,130
522,601
135,130
135,601
135,101
130,601
130,101
601,101
592,154
592,492
592,149
592,124
592,104
154,492
154,149
154,124
154,104
492,149
492,124
149,124
149,104
124,104
109,223
109,546
109,263
109,640
109,106
223,546
223,263
223,640
223,106
546,263
546,640
546,106
263,640
263,106
640,106
275,572
275,341
275,376
275,104
275,107
572,341
572,376
572,104
572,107
341,376
341,104
341,107
376,104
376,107
104,107
267,548
267,638
267,545
267,639
267,109
548,638
548,545
548,639
548,109
638,545
638,639
638,109
545,639
545,109
639,109
185,627
185,465
185,147
185,46
185,110
627,465
627,147
627,46
627,110
465,147
465,46
465,110
147,46
147,110
46,110
96,205
96,576
96,507
96,673
96,111
205,576
205,507
205,673
205,111
576,507
576,673
576,111
507,673
673,111
581,556
581,658
581,177
581,111
581,116
556,658
556,111
556,116
658,177
658,111
658,116
177,111
177,116
111,116
152,147
152,626
152,538
152,628
152,119
147,538
147,628
147,119
626,538
626,628
626,119
538,628
538,119
628,119
180,510
180,583
180,139
180,186
180,120
510,583
510,139
510,186
583,139
583,120
139,186
139,120
186,120
50,617
50,536
50,163
50,135
50,121
617,536
617,163
617,135
617,121
536,163
536,135
163,135
163,121
135,121
497,275
497,263
497,599
497,158
275,263
275,599
275,158
275,124
263,599
263,158
263,124
599,158
599,124
158,124
152,376
152,150
152,599
152,178
152,130
376,150
376,599
376,178
376,130
150,599
150,178
150,130
599,130
178,130
587,145
587,683
587,258
587,399
587,132
145,683
145,258
145,399
145,132
683,399
683,132
258,399
258,132
399,132
538,537
538,221
538,627
538,462
537,221
537,627
537,462
537,135
221,627
221,462
221,135
627,462
627,135
462,135
587,515
587,584
587,304
587,319
587,139
515,584
515,304
515,319
584,304
584,319
584,139
304,319
304,139
319,139
628,50
628,627
628,624
628,66
628,143
50,627
50,624
50,66
50,143
627,624
627,66
624,66
624,143
66,143
180,295
180,515
180,202
180,678
180,145
295,515
295,202
295,678
295,145
515,202
515,678
515,145
202,678
202,145
678,145
275,781
275,780
275,168
275,316
275,146
781,780
781,168
781,316
781,146
780,168
780,316
780,146
168,316
168,146
316,146
50,239
50,86
50,718
50,266
50,147
239,86
239,718
239,266
239,147
86,718
86,266
86,147
718,147
266,147
571,275
571,568
571,662
571,569
571,149
275,568
275,662
275,569
275,149
568,662
568,569
662,569
662,149
569,149
50,601
50,191
50,781
50,526
50,150
601,191
601,781
601,526
191,781
191,526
191,150
781,526
781,150
526,150
121,214
121,623
121,160
121,618
121,152
214,160
214,618
214,152
623,160
623,618
623,152
160,618
160,152
618,152
275,570
275,248
275,696
275,216
275,154
570,248
570,696
570,216
248,696
248,216
248,154
696,216
696,154
216,154
649,192
649,352
649,552
649,272
649,155
192,352
192,552
192,272
192,155
352,552
352,272
352,155
552,272
552,155
272,155
566,184
566,576
566,204
566,265
184,576
184,204
184,265
184,157
576,204
576,265
576,157
204,265
204,157
265,157
104,569
104,660
104,570
104,233
104,158
569,660
569,570
569,233
660,570
660,233
660,158
570,233
570,158
233,158
50,212
50,225
50,620
50,710
50,160
212,225
212,620
212,710
212,160
225,620
225,710
225,160
620,710
710,160
214,239
214,181
214,540
214,620
214,163
239,181
239,540
239,620
239,163
181,540
181,620
181,163
540,620
540,163
620,163
293,194
293,611
293,265
293,612
293,165
194,265
194,612
194,165
611,265
611,612
611,165
265,612
265,165
612,165
104,574
104,497
104,216
104,662
104,168
574,497
574,216
574,662
497,216
497,662
497,168
216,662
216,168
662,168
376,781
376,353
376,96
376,170
782,781
782,353
782,96
782,170
781,353
781,96
781,170
353,96
353,170
96,170
546,249
546,548
546,473
546,633
546,173
249,548
249,473
249,633
249,173
548,473
548,633
473,633
473,173
633,173
555,255
555,556
555,261
555,651
255,556
255,261
255,174
556,261
556,651
556,174
261,651
261,174
651,174
576,565
576,655
576,174
576,652
576,177
565,655
565,174
565,652
565,177
