class,id_1,id_2
0,1,436
1,2,454
2,3,424
3,4,403
4,13,414
5,14,441
6,15,443
7,16,405
8,20,460
9,23,440
10,25,453
11,28,459
12,30,446
13,31,464
14,32,457
15,33,470
16,35,442
17,36,408
18,37,428
19,38,462
20,42,409
21,44,400
22,46,433
23,47,425
24,48,406
25,50,458
26,52,407
27,55,438
28,56,463
29,58,417
30,59,432
31,60,422
32,63,445
33,66,455
34,67,456
35,68,465
36,69,451
37,70,434
38,72,521
39,73,486
40,80,474
41,83,480
42,86,537
43,87,516
44,91,519
45,94,484
46,96,523
47,100,517
48,101,522
49,104,492
50,106,477
51,107,495
52,109,473
53,110,540
54,111,507
55,116,488
56,119,539
57,120,510
58,121,536
59,124,497
60,130,526
61,132,511
62,135,538
63,139,515
64,143,627
65,145,585
66,146,572
67,147,626
68,149,568
69,150,601
70,152,624
71,154,570
72,155,551
73,157,566
74,158,569
75,160,620
76,163,618
77,165,603
78,168,574
79,170,592
80,173,548
81,174,555
82,177,556
83,178,599
84,180,587
85,181,604
86,182,612
87,183,581
88,184,564
89,185,628
90,186,583
91,187,610
92,189,584
93,191,594
94,192,561
95,194,611
96,196,542
97,197,586
98,200,609
99,202,588
100,204,565
101,205,578
102,206,545
103,207,546
104,208,550
105,210,582
106,211,552
107,212,619
108,214,623
109,216,571
110,217,621
111,221,622
112,223,547
113,225,617
114,228,576
115,229,649
116,231,662
117,232,638
118,233,661
119,237,697
120,239,711
121,242,640
122,244,703
123,245,631
124,248,665
125,249,639
126,250,663
127,251,637
128,253,673
129,255,651
130,258,683
131,261,652
132,262,635
133,263,660
134,265,707
135,266,718
136,267,633
137,270,710
138,272,641
139,273,655
140,275,680
141,276,656
142,278,690
143,279,706
144,288,642
145,292,658
146,293,702
147,294,682
148,295,685
149,296,715
150,299,700
151,300,630
152,304,678
153,308,632
154,309,696
155,310,643
156,312,689
157,313,666
158,314,646
159,316,667
160,317,674
161,319,762
162,323,799
163,324,791
164,327,748
165,331,765
166,333,724
167,338,752
168,339,759
169,341,771
170,343,723
171,345,781
172,346,747
173,347,750
174,348,769
175,352,725
176,353,778
177,354,794
178,355,732
179,358,780
180,359,797
181,360,772
182,361,792
183,366,779
184,369,776
185,371,719
186,373,731
187,376,782
188,377,746
189,378,739
190,379,743
191,380,722
192,383,742
193,384,775
194,386,787
195,388,756
196,389,790
197,395,758
198,396,793
199,399,766
