mesTime,DQdimension,DQmetric,DQgranularity,DQvalue,DQexplanation,tableName,columnNames,dataset,explain,column,metric_family
2026-02-25 14:49:11.002619,Readability,wordnet,table,0.3271202862768652,"{'content_readability_wordnet_only': 0.3271202862768652, 'use_llm_fallback': False}",laptop_price_data,,data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.3271202862768652, 'use_llm_fallback': False}",,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,schema,0.28846153846153844,"{'schema_readability_wordnet_only': 0.28846153846153844, 'use_llm_fallback': False}",laptop_price_data,,data\laptop_price_data__auto.json,"{'schema_readability_wordnet_only': 0.28846153846153844, 'use_llm_fallback': False}",,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.5314900153609831,"{'content_readability_wordnet_only': 0.5314900153609831, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",laptop_price_data,['Manufacturer'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.5314900153609831, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Manufacturer,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.16531652924222084,"{'content_readability_wordnet_only': 0.16531652924222084, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",laptop_price_data,['Model Name'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.16531652924222084, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Model Name,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.6123546192670625,"{'content_readability_wordnet_only': 0.6123546192670625, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",laptop_price_data,['Category'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.6123546192670625, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Category,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.75,"{'content_readability_wordnet_only': 0.75, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",laptop_price_data,['Screen Size'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.75, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Screen Size,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.23454057719034851,"{'content_readability_wordnet_only': 0.23454057719034851, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",laptop_price_data,['Screen'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.23454057719034851, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Screen,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.1282706370263951,"{'content_readability_wordnet_only': 0.1282706370263951, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",laptop_price_data,['CPU'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.1282706370263951, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",CPU,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.0,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",laptop_price_data,['RAM'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",RAM,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.02383316040998553,"{'content_readability_wordnet_only': 0.02383316040998553, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",laptop_price_data,[' Storage'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.02383316040998553, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}", Storage,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.1542917413381111,"{'content_readability_wordnet_only': 0.1542917413381111, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",laptop_price_data,['GPU'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.1542917413381111, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.0}",GPU,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.5753461554872754,"{'content_readability_wordnet_only': 0.5753461554872754, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",laptop_price_data,['Operating System'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.5753461554872754, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Operating System,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.75,"{'content_readability_wordnet_only': 0.75, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",laptop_price_data,['Operating System Version'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.75, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",Operating System Version,wordnet
2026-02-25 14:49:11.002619,Readability,wordnet,column,0.0,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",laptop_price_data,['Weight'],data\laptop_price_data__auto.json,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.5}",Weight,wordnet
2026-02-25 16:10:51.484121,Readability,llm,table,0.43079172378854746,"{'content_readability': 0.43079172378854746, 'content_readability_wordnet_only': 0.3271202862768652, 'llm_uplift_content': 0.10367143751168229, 'llm_mode': 'fallback', 'llm_tokens_count_total': 868, 'unique_tokens_count_total': 1125, 'llm_tokens_share_total': 0.7715555555555556, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",laptop_price_data,,data\laptop_price_data__auto.json,"{'content_readability': 0.43079172378854746, 'content_readability_wordnet_only': 0.3271202862768652, 'llm_uplift_content': 0.10367143751168229, 'llm_mode': 'fallback', 'llm_tokens_count_total': 868, 'unique_tokens_count_total': 1125, 'llm_tokens_share_total': 0.7715555555555556, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",,llm
