dataset_id,row_id,column_name,raw_value,human_mean_1_5,human_mean_0_1,human_median_0_1,human_std_0_1,human_iqr_0_1,human_min_0_1,human_max_0_1,human_ci95_lower_0_1,human_ci95_upper_0_1,n_ratings,n_missing
D7,1,genres,Action Adventure Fantasy Science Fiction,4.884615384615385,0.9711538461538461,1.0,0.08145314840210527,0.0,0.75,1.0,0.9398442639013088,1.0,26,1
D7,1,keywords,culture clash future space war space colony society,4.44,0.86,1.0,0.24022558842332623,0.25,0.25,1.0,0.7658315693380561,0.9541684306619439,25,2
D7,1,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,1,original_title,Avatar,4.916666666666667,0.9791666666666666,1.0,0.10206207261596575,0.0,0.5,1.0,0.9383333333333332,1.0,24,3
D7,2,genres,Adventure Fanta Action,3.9615384615384617,0.7403846153846154,0.75,0.20592194189509325,0.375,0.25,1.0,0.6612307692307693,0.8195384615384615,26,1
D7,2,keywords,ocean drug abuse exotic island east india trading company love of one's life,4.1923076923076925,0.7980769230769231,0.875,0.24514516892273003,0.25,0.25,1.0,0.7038461538461539,0.8923076923076924,26,1
D7,2,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,2,original_title,Pirates of the Caribbean: At World's End,4.6,0.9,1.0,0.2041241452319315,0.0,0.25,1.0,0.8199833350690828,0.9800166649309172,25,2
D7,3,genres,Adventure Fantasy,4.884615384615385,0.9711538461538461,1.0,0.10786387432600122,0.0,0.5,1.0,0.9296923076923077,1.0,26,1
D7,3,keywords,elves dwarves orcs hobbit dragon,4.269230769230769,0.8173076923076923,1.0,0.2962911769500765,0.25,0.0,1.0,0.7034170305296664,0.9311983540857182,26,1
D7,3,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,3,original_title,The Hobbit: The Desolation of Smaug,4.32,0.83,1.0,0.24706611800622655,0.25,0.25,1.0,0.7331500817415592,0.9268499182584408,25,2
D7,4,genres,Adventure Fantasy,4.884615384615385,0.9711538461538461,1.0,0.10786387432600122,0.0,0.5,1.0,0.9296923076923077,1.0,26,1
D7,4,keywords,england compass experiment lordship uncle,4.384615384615385,0.8461538461538461,1.0,0.21303665267886507,0.25,0.25,1.0,0.7642651932201829,0.9280424990875094,26,1
D7,4,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,4,original_title,The Golden Compass,4.68,0.92,1.0,0.17260262647673316,0.0,0.5,1.0,0.8523397704211206,0.9876602295788794,25,2
D7,5,genres,Drama Romance Thriller,4.8,0.95,1.0,0.14433756729740643,0.0,0.5,1.0,0.8934196736194167,1.0,25,2
D7,5,keywords,shipwreck iceberg ship panic titanic,4.538461538461538,0.8846153846153846,1.0,0.17650452162436564,0.25,0.5,1.0,0.8167692307692307,0.9524615384615385,26,1
D7,5,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,5,original_title,Titanic,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
D7,6,genres,Adventure Action Science Fiction,4.923076923076923,0.9807692307692307,1.0,0.06793662204867575,0.0,0.75,1.0,0.9546552339781923,1.0,26,1
D7,6,keywords,civil war waren marvel comic sequel superhero,4.115384615384615,0.7788461538461539,0.75,0.19140171207336518,0.25,0.25,1.0,0.7052737043460605,0.8524186033462472,26,1
D7,6,original_language,en,4.88,0.97,1.0,0.10992421631894099,0.0,0.5,1.0,0.926909707202975,1.0,25,2
