mesTime,DQdimension,DQmetric,DQgranularity,DQvalue,DQexplanation,tableName,columnNames,dataset,explain,column,metric_family
2026-02-26 21:49:55.525859,Readability,wordnet,table,0.45950489485347834,"{'content_readability_wordnet_only': 0.45950489485347834, 'use_llm_fallback': False}",car,,data\car__auto.json,"{'content_readability_wordnet_only': 0.45950489485347834, 'use_llm_fallback': False}",,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,schema,0.8571428571428571,"{'schema_readability_wordnet_only': 0.8571428571428571, 'use_llm_fallback': False}",car,,data\car__auto.json,"{'schema_readability_wordnet_only': 0.8571428571428571, 'use_llm_fallback': False}",,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.4734390031264991,"{'content_readability_wordnet_only': 0.4734390031264991, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",car,['buying'],data\car__auto.json,"{'content_readability_wordnet_only': 0.4734390031264991, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",buying,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.4734390031265046,"{'content_readability_wordnet_only': 0.4734390031265046, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",car,['maint'],data\car__auto.json,"{'content_readability_wordnet_only': 0.4734390031265046, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.25}",maint,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.0,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",car,['doors'],data\car__auto.json,"{'content_readability_wordnet_only': 0.0, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",doors,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.7333333333333355,"{'content_readability_wordnet_only': 0.7333333333333355, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",car,['persons'],data\car__auto.json,"{'content_readability_wordnet_only': 0.7333333333333355, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",persons,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.6985433774649392,"{'content_readability_wordnet_only': 0.6985433774649392, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.75}",car,['lug_boot'],data\car__auto.json,"{'content_readability_wordnet_only': 0.6985433774649392, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 0.75}",lug_boot,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.6312520041686759,"{'content_readability_wordnet_only': 0.6312520041686759, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",car,['safety'],data\car__auto.json,"{'content_readability_wordnet_only': 0.6312520041686759, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",safety,wordnet
2026-02-26 21:49:55.525859,Readability,wordnet,column,0.2065275427543939,"{'content_readability_wordnet_only': 0.2065275427543939, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",car,['class'],data\car__auto.json,"{'content_readability_wordnet_only': 0.2065275427543939, 'use_llm_fallback': False, 'schema_readability_column_name_wordnet_only': 1.0}",class,wordnet
2026-02-26 21:51:54.800856,Readability,llm,table,0.6002263454707647,"{'content_readability': 0.6002263454707647, 'content_readability_wordnet_only': 0.45950489485347834, 'llm_uplift_content': 0.14072145061728636, 'llm_mode': 'fallback', 'llm_tokens_count_total': 4, 'unique_tokens_count_total': 20, 'llm_tokens_share_total': 0.2, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,,data\car__auto.json,"{'content_readability': 0.6002263454707647, 'content_readability_wordnet_only': 0.45950489485347834, 'llm_uplift_content': 0.14072145061728636, 'llm_mode': 'fallback', 'llm_tokens_count_total': 4, 'unique_tokens_count_total': 20, 'llm_tokens_share_total': 0.2, 'sample_size': 2000, 'random_seed': 13, 'min_token_length': 2, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",,llm
2026-02-26 21:51:54.800856,Readability,llm,schema,0.8571428571428571,"{'schema_readability': 0.8571428571428571, 'schema_readability_wordnet_only': 0.8571428571428571, 'llm_uplift_schema': 0.0, 'llm_mode': 'fallback', 'use_llm_fallback': True}",car,,data\car__auto.json,"{'schema_readability': 0.8571428571428571, 'schema_readability_wordnet_only': 0.8571428571428571, 'llm_uplift_schema': 0.0, 'llm_mode': 'fallback', 'use_llm_fallback': True}",,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.6817723364598477,"{'content_readability_wordnet_only': 0.4734390031264991, 'content_readability_bottom_up': 0.6817723364598477, 'content_readability_combined': 0.6817723364598477, 'top_unknown_words': [], 'top_difficult_words': ['vhigh'], 'llm_tokens_count': 1, 'unique_tokens_count': 4, 'llm_mode': 'fallback', 'llm_tokens_share': 0.25, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['buying'],data\car__auto.json,"{'content_readability_wordnet_only': 0.4734390031264991, 'content_readability_bottom_up': 0.6817723364598477, 'content_readability_combined': 0.6817723364598477, 'top_unknown_words': [], 'top_difficult_words': ['vhigh'], 'llm_tokens_count': 1, 'unique_tokens_count': 4, 'llm_mode': 'fallback', 'llm_tokens_share': 0.25, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",buying,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.681772336459839,"{'content_readability_wordnet_only': 0.4734390031265046, 'content_readability_bottom_up': 0.681772336459839, 'content_readability_combined': 0.681772336459839, 'top_unknown_words': [], 'top_difficult_words': ['vhigh'], 'llm_tokens_count': 0, 'unique_tokens_count': 4, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 0.25, 'schema_readability_column_name_hybrid': 0.25, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['maint'],data\car__auto.json,"{'content_readability_wordnet_only': 0.4734390031265046, 'content_readability_bottom_up': 0.681772336459839, 'content_readability_combined': 0.681772336459839, 'top_unknown_words': [], 'top_difficult_words': ['vhigh'], 'llm_tokens_count': 0, 'unique_tokens_count': 4, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 0.25, 'schema_readability_column_name_hybrid': 0.25, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",maint,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.537037037037038,"{'content_readability_wordnet_only': 0.0, 'content_readability_bottom_up': 0.537037037037038, 'content_readability_combined': 0.537037037037038, 'top_unknown_words': [], 'top_difficult_words': ['5more'], 'llm_tokens_count': 1, 'unique_tokens_count': 1, 'llm_mode': 'fallback', 'llm_tokens_share': 1.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['doors'],data\car__auto.json,"{'content_readability_wordnet_only': 0.0, 'content_readability_bottom_up': 0.537037037037038, 'content_readability_combined': 0.537037037037038, 'top_unknown_words': [], 'top_difficult_words': ['5more'], 'llm_tokens_count': 1, 'unique_tokens_count': 1, 'llm_mode': 'fallback', 'llm_tokens_share': 1.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",doors,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.7333333333333355,"{'content_readability_wordnet_only': 0.7333333333333355, 'content_readability_bottom_up': 0.7333333333333355, 'content_readability_combined': 0.7333333333333355, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 1, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['persons'],data\car__auto.json,"{'content_readability_wordnet_only': 0.7333333333333355, 'content_readability_bottom_up': 0.7333333333333355, 'content_readability_combined': 0.7333333333333355, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 1, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",persons,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.6985433774649392,"{'content_readability_wordnet_only': 0.6985433774649392, 'content_readability_bottom_up': 0.6985433774649392, 'content_readability_combined': 0.6985433774649392, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 3, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 0.75, 'schema_readability_column_name_hybrid': 0.75, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['lug_boot'],data\car__auto.json,"{'content_readability_wordnet_only': 0.6985433774649392, 'content_readability_bottom_up': 0.6985433774649392, 'content_readability_combined': 0.6985433774649392, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 3, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 0.75, 'schema_readability_column_name_hybrid': 0.75, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",lug_boot,llm
2026-02-26 21:51:54.800856,Readability,llm,column,0.6312520041686759,"{'content_readability_wordnet_only': 0.6312520041686759, 'content_readability_bottom_up': 0.6312520041686759, 'content_readability_combined': 0.6312520041686759, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 3, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",car,['safety'],data\car__auto.json,"{'content_readability_wordnet_only': 0.6312520041686759, 'content_readability_bottom_up': 0.6312520041686759, 'content_readability_combined': 0.6312520041686759, 'top_unknown_words': [], 'top_difficult_words': [], 'llm_tokens_count': 0, 'unique_tokens_count': 3, 'llm_mode': 'fallback', 'llm_tokens_share': 0.0, 'schema_readability_column_name_wordnet_only': 1.0, 'schema_readability_column_name_hybrid': 1.0, 'use_llm_fallback': True, 'hf_model_id': 'Qwen/Qwen2.5-3B-Instruct', 'hf_device': 'cpu', 'hf_dtype': 'auto'}",safety,llm
